Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Barbados","BRB","4.12649112430581","4.4028949738185","5.84458331380107","5.80725751427443","5.28599737453008","5.44951372233171","5.22210700143829","5.12714639179637","4.49017767348307","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Belarus","BLR","NA","5.38974529064763","6.62316355451861","6.43968426694044","6.64269666046859","6.76251734899356","6.67999158961994","6.73665225121031","6.70195770525782","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Belgium","BEL","10.6396716729644","11.2296676990611","9.75198480892529","9.24961568538969","10.1714652153634","9.04656054666003","8.54647821408693","8.67135248658724","8.32815989783976","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Belize","BLZ","1.66191242961952","1.60134241756464","1.42528701843777","1.86895763054703","1.67610569388821","1.82686092007096","1.41582591082296","1.49159889709194","1.407601494481","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Benin","BEN","0.14215759136896","0.232860968567938","0.507237393117284","0.5210631853076","0.553283259010318","0.559693353692425","0.562347006319148","0.580960914297046","0.61421385181193","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Bermuda","BMU","8.46810841789435","8.36199116976372","9.94375928791384","7.262934974709","9.34712241262822","6.87235920946658","7.35686286613784","7.05181458746789","8.83831498794885","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Bhutan","BTN","0.238879169148303","0.690660881454302","0.601619231043584","0.544051574760168","0.670263220461739","0.990398509135596","1.0860250183607","1.20322081779333","1.28932137116716","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Bolivia","BOL","0.839700279044911","1.32705678701584","1.37896561979322","1.43354506131319","1.53287064380966","1.60202932168512","1.83546905538859","1.81899738314335","1.93241949870287","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Bosnia and Herzegovina","BIH","NA","3.66047151012051","5.35493605987248","5.52610300486233","5.71613483199197","6.47538958460123","6.10128008332876","6.08081333725751","6.23471916168303","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Botswana","BWA","1.9613581999431","2.18746137912679","2.31548317852227","1.90028597663901","2.32592440390577","2.03609106052193","2.02540928486131","2.45671825368674","3.24328763661634","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Brazil","BRA","1.39862060903109","1.87111831255912","2.00867025815536","1.88381178441449","2.13293757108779","2.21158723527567","2.3435701150308","2.48841718370983","2.59438828549778","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","British Virgin Islands","VGB","4.0098414434117","4.97340760474691","6.30167161381034","6.23946005217983","6.33077431677931","6.30859108992509","6.17405029990529","6.05781938325991","6.07283358118156","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Brunei Darussalam","BRN","23.9332380161138","14.1402018359085","24.0468843934903","20.4862470425148","21.1059455259326","24.6071779357534","24.1807638812452","19.2335919707382","22.1247012416688","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Bulgaria","BGR","8.5430107903053","5.32803434248386","6.77208754122923","5.73119372396296","5.9649002061902","6.71538056004032","6.11945652602394","5.4506959628306","5.87161586934993","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Burkina Faso","BFA","0.066173050745236","0.0897168507561461","0.130556621682392","0.127633337580053","0.125717252121518","0.137496219353131","0.158663009401362","0.179132409048047","0.162018806234081","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Burundi","BDI","0.0385970419626197","0.0423950108003711","0.0232194191516493","0.0224623988297369","0.0242600317328871","0.0267619600712467","0.030296972759882","0.0301757695111324","0.0444853762564713","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cabo Verde","CPV","0.278873181761012","0.497272909057895","0.954553681645967","1.055171109318","1.10947800885379","1.21254873865061","0.984565517268215","0.958866077299627","0.933403237234465","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cambodia","KHM","0.140577278788661","0.162644455551575","0.280826949501636","0.330259354581565","0.3503305671918","0.358177248053809","0.369259354453103","0.372980821280234","0.437759998009271","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cameroon","CMR","0.148054521904757","0.224712545323058","0.293251264293113","0.34608330428841","0.339515019532565","0.28109480266195","0.290648215621545","0.31275573214738","0.314928068034826","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Canada","CAN","15.6590703824979","17.3671146940009","16.8751978785393","15.9615601566894","15.723167000507","15.6397596234201","14.8906356432683","14.7119718243749","15.1171587794778","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cayman Islands","CYM","9.9702518992403","11.171564276633","11.0163813626573","10.268870097091","10.0416884356928","10.3699252372788","9.30726839698903","9.17205461616213","9.17183803150139","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Central African Republic","CAF","0.0673581016266523","0.0712894801738275","0.0582279687005942","0.057449996934765","0.0593509084471819","0.0622614999978776","0.0653302500258328","0.0660110901885101","0.066593110852834","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Chad","TCD","0.0240081224014199","0.0210985622037555","0.0457804350171068","0.0427181727974423","0.0434961061484444","0.0438655959877126","0.0482001175115416","0.0533286826624467","0.0537776877715938","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Channel Islands","CHI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Chile","CHL","2.51581052054156","3.8534993750145","4.31229432919644","3.96955561568827","4.25171517053079","4.61972953748937","4.67798279651244","4.765865990127","4.68737662371284","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","China","CHN","2.15157090606377","2.69686243322549","5.7019150246668","6.01010243303337","6.56052000702696","7.24151541889549","7.42475091638009","7.55721104480691","7.54390764144927","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Colombia","COL","1.6730257868294","1.43362024086848","1.51640344483477","1.59990565917465","1.65892308211292","1.64912348976912","1.70539858227583","1.89310316137465","1.75953717356061","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Comoros","COM","0.151457504239615","0.189314418362813","0.161805093810529","0.19608111078764","0.23394210749146","0.192025124227075","0.197567788602342","0.237378287255563","0.202814119320239","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Congo, Dem. Rep.","COD","0.117591196611624","0.0172926184840821","0.0307943994336068","0.0280271564708125","0.0313145508465683","0.0373770882118678","0.0348206856141438","0.0503392133435128","0.0633691910487466","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Congo, Rep.","COG","0.486838325772591","0.325124227809731","0.318099787750262","0.410345599325953","0.451406104780982","0.500555539551447","0.641061362988395","0.649833427796859","0.635369293307611","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Costa Rica","CRI","0.954653350538357","1.3947039862762","1.83535936722543","1.76067779450536","1.66517530273163","1.68266074321907","1.66878006206111","1.61440217270054","1.63095106225335","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cote d'Ivoire","CIV","0.410408539330019","0.406991230847387","0.347554665389543","0.283812054814804","0.341512031739498","0.3469514763384","0.434007997627109","0.486455714550535","0.490206046242236","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Croatia","HRV","NA","4.36957930411207","5.09467724491646","4.77885555413565","4.56613105086015","4.62762981641453","4.21645564043887","4.12395313661313","3.97380490559031","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cuba","CUB","3.1509899612373","2.33916137912332","2.69178569224406","2.64140845309341","3.38612744264541","3.16944466192752","3.17660834784583","3.0493621413006","3.04521062360798","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Curacao","CUW","NA","NA","NA","NA","NA","NA","39.445663037189","33.8994032063034","37.7262890532298","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Cyprus","CYP","5.70656288562432","7.34732626160041","7.93029439801472","7.38692403804473","6.92790356343255","6.60156823000707","6.09625641594908","5.1996632561002","5.26035204098901","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Czech Republic","CZE","NA","12.0768890449527","11.2337728269439","10.3083217859627","10.6525786177933","10.1854822482433","9.61198587926592","9.384891602576","9.16597837581982","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Denmark","DNK","9.77069869920651","9.61317555419716","8.54335109757298","8.05889560110771","8.40721667045503","7.29638320804399","6.51480084670286","6.86256503195408","5.9357124821143","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Djibouti","DJI","0.54657366725497","0.475248890722201","0.606017007439236","0.552127049376225","0.607471573619567","0.546278770857464","0.586763278993628","0.678855967739058","0.791961752491876","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Dominica","DMA","0.827228378873756","1.47362075894139","1.85738807440133","1.85334624942088","1.95053191489362","1.78957862740177","1.88327966242852","1.82337016574586","1.86428591057737","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Dominican Republic","DOM","1.28484027681204","2.3113012579558","2.14924225757846","2.07081010811283","2.123958664314","2.11709004452436","2.17854455216422","2.08543251745694","2.0699866344335","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Ecuador","ECU","1.64686955714135","1.64060597076666","2.3442302583647","2.45510427107246","2.44136175575121","2.54391117556386","2.47349501603991","2.61768904438367","2.76170217502084","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Egypt, Arab Rep.","EGY","1.32277721735697","2.02166057648738","2.45308047677171","2.50693511001549","2.41019138031345","2.5281673247975","2.47192818505753","2.376329651912","2.19898024634231","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","El Salvador","SLV","0.478002406857947","0.978678941023167","1.0712393710228","1.04980108438988","1.04752291542098","1.0735900822923","1.07099751400282","0.996713368594016","1.00064462317564","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Equatorial Guinea","GNQ","0.154636566818009","0.740177398534647","5.18537846981523","5.08234968007207","4.91964285714286","6.16274628126603","4.92537981673283","4.76415691499669","4.7338165294876","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Eritrea","ERI","NA","0.179415768858828","0.0978990397473348","0.119104459190401","0.116920680325405","0.132758693898348","NA","NA","NA","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Estonia","EST","NA","10.6362516419289","13.0818344314893","10.9143201837372","13.5996890666366","14.0167329722872","13.3240003749917","15.0937179674916","14.848819173174","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Eswatini","SWZ","0.493830198996254","1.11930646990771","0.946100473122288","0.885167383064772","0.862756818637179","0.855951970931836","0.966578750446658","0.856576240153021","0.92871499200446","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Ethiopia","ETH","0.0627606499917773","0.0533483376422177","0.0790840480985417","0.0776191388306392","0.0750938597422405","0.0858039683295198","0.0926228641124991","0.112072453123652","0.119124014522654","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Faroe Islands","FRO","14.9472202378451","14.587921621736","13.0086418479942","11.8663355112641","12.9912255406797","11.6932397959184","12.13140590967","13.9166512811045","12.2378485729495","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Fiji","FJI","1.11726971788073","1.03967712946995","1.06095762088837","0.929697981259837","1.4199790685505","1.25604495978484","1.2131042266677","1.30887617012328","1.32057470823182","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Finland","FIN","10.3771689611267","10.1284741400511","10.6371591894379","9.95519427234709","11.5752816522205","10.5444747406961","9.07543335566445","8.68178012315563","8.66072124349448","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","France","FRA","6.42067090678677","5.94666546275395","5.69050141507597","5.43835672666487","5.42898086189895","5.07791149059709","5.07506388727506","5.06217403504859","4.5731821471024","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","French Polynesia","PYF","2.19973787019534","2.39564103212537","3.20470098298116","3.18952409999209","3.20393547905309","3.08479004458148","2.99619069351461","3.00301248866661","2.91513481726706","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Gabon","GAB","4.72521770362062","3.81258721718887","2.71610005395692","2.67845740423531","2.93322440419215","2.92996822228023","2.90551833230211","2.90571962024376","2.7682657208219","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Gambia, The","GMB","0.191987853509132","0.199448144407896","0.23083624790063","0.232603869330796","0.255713888079596","0.256174689912693","0.252317680516057","0.232722215170675","0.267684889136388","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Georgia","GEO","NA","1.0266570853043","1.28208511166253","1.56893765711413","1.60839887926643","2.05730529032258","2.2069108496732","2.08113903601695","2.41154199087738","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Germany","DEU","NA","10.0956398829225","9.50632117752826","8.81859556166104","9.27963401169499","9.1248592104965","9.19929975724339","9.39062341958994","8.88937039483839","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Ghana","GHA","0.260957010608234","0.332065263822419","0.392218773284621","0.322460194769617","0.40616280838234","0.391342521848358","0.461562599908002","0.55493014926488","0.536533377780147","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Gibraltar","GIB","4.90375120010972","10.7022771007056","12.9956006354638","14.0199660152931","14.0320286842026","13.5022002694207","13.7418433810189","14.5244893736514","15.5134849286092","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Greece","GRC","7.28452164170849","8.47843382003456","8.66282428137396","8.27789234499236","7.54018386811447","7.18976291454789","7.24700735925025","6.33661458954141","6.18033726778447","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Greenland","GRL","9.95893884892086","9.46112099644128","11.7181508308479","10.2217388988513","11.6637729549249","12.4403410089647","10.005016722408","9.80325053555937","8.98918198774314","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Grenada","GRD","1.10448365755118","1.87646011080605","2.4345521023766","2.42600866763826","2.48724170543672","2.40802284082798","2.57257705179132","2.87379731656422","2.27549830763445","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Guam","GUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Guatemala","GTM","0.549031915907629","0.85106743835994","0.81606028287423","0.82785497388694","0.797292859116729","0.791834914618241","0.78401618067539","0.874180490213843","1.15097799430391","NA","NA","NA"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Guinea","GIN","0.166320537306653","0.18650251698748","0.212067120649895","0.214326136141025","0.241201500439589","0.25188429358134","0.228832610363065","0.19929667411108","0.207492620606193","NA","NA","NA"
