Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Netherlands","NLD","299240994764.97","453213643978.064","862682522834.54","884716419201.997","889469414504.985","903381206366.173","879613437270.532","879377114990.222","865633339132.637","830597543802.502","793746929536.604","791270436959.456"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","New Caledonia","NCL","2521810495.07513","2989344398.15642","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","New Zealand","NZL","45802257364.7072","54068435720.0573","122019890498.484","129276328254.448","129529751764.745","141479986520.626","162373790201.458","176482660144.524","187094977998.559","185086226760.339","180966224921.896","186841466723.687"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nicaragua","NIC","1525949398.40122","4890672930.28759","8098737753.73933","8185240786.74597","8760893385.30679","9538687494.18614","10402021914.5934","11087803081.8579","11673423002.5078","12309981562.1608","12910060962.6693","13221054449.9262"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Niger","NER","2368001050.79609","1911943710.37183","4852704553.90583","5241656427.38826","5817602669.68653","6103532272.70359","6829808058.69772","7401227133.58245","7979633787.62477","7818090003.7072","7706114735.96723","7723595350.96705"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nigeria","NGA","27392899737.7602","33427153562.739","174966112689.837","179702227118.347","233070400094.818","281499545657.579","415013126585.275","464202794225.425","526651701718.765","517262641884.829","455988411083.163","397524614946.93"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Northern Mariana Islands","MNP","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Norway","NOR","112433558763.398","164180061488.191","416553878570.525","424195766380.931","432397326706.351","447159839022.191","497354143085.754","529991128643.596","537020821355.628","482961901129.174","429275797921.486","401390277380.344"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Oman","OMN","10343508030.5594","16043518339.3229","47946871531.6152","51036302353.196","55258413721.2151","55043231530.8283","67763970347.6901","76393793644.1228","77267236201.2647","76217353063.9524","71673002885.6332","66935262506.9781"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Pakistan","PAK","45484790486.2538","67666511033.9982","165668653830.097","176630743006.571","184122783057.105","200300743208.468","223990153946.389","246697406983.636","258375333595.839","271634676908.015","289118860826.403","311666980181.241"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Palau","PLW","NA","NA","180580399.590944","185324321.665015","183657674.134288","195580655.223233","205086133.772611","204664632.420704","224987515.818011","251022552.567407","269878953.031584","272234887.086412"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Panama","PAN","6560914346.20628","11848672538.5215","22888625370.4893","24329982059.9246","26053155786.7673","31545552363.8194","36055010768.5587","40319188680.8782","44675560370.7126","45575810119.2795","48373607858.3132","53672203168.2404"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Papua New Guinea","PNG","3425569073.69982","3320882973.29782","9833905665.81884","11049933680.735","12623413948.3403","14115863250.7656","17188260959.7294","19950046331.3681","23381503253.3149","22011707134.3766","20471686683.9417","19848051009.3947"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Paraguay","PRY","NA","7201088690.61715","14244309444.281","15038485127.9452","18181515701.2566","20492080310.6668","21911191503.0485","27059106196.1601","28759230139.0031","27934179517.9643","27337551518.1725","26679467851.1108"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Peru","PER","18572286855.8616","52195930380.0829","108209359958.995","114223240022.831","127971288855.547","145148619664.471","170988680959.132","191620115718.797","196467692597.629","193300960090.502","189131118326.208","191887155285.92"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Philippines","PHL","44856083098.7319","95347886103.2516","187297617676.314","208495974660.586","231619027164.463","249152548244.241","288278628125.228","325476362954.755","347241837300.632","357938433961.423","369869250593.716","383508557401.027"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Poland","POL","NA","178384279030.229","456354795782.052","478189059429.877","485840970895.021","492869259409.12","506260113031.239","514460527295.078","519915284736.183","506865825410.143","481468037093.863","482525839039.283"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Portugal","PRT","71230336824.2641","124892228288.068","236884698856.739","241428529444.99","242730135712.053","239218597277.562","222410224090.22","223146981139.421","221121641245.855","211685280526.646","204982835640.227","203997334886.363"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Puerto Rico","PRI","21029496481.3108","40191416200.6996","61529117344.0842","62025463618.969","62977331348.0434","65001714276.0234","67902774034.2976","68861347347.1998","68166124319.9671","67483816869.9135","66295282780.5129","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Qatar","QAT","NA","NA","94215526756.0756","101373147874.611","118091415845.756","136293436605.408","160003050563.481","184121879596.256","196492544368.135","187756118692.227","171320230526.287","161182977033.145"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Romania","ROU","NA","38541497231.8305","179821620980.797","185806979329.59","174896810980.265","174323070081.539","175763179303.279","185126984546.427","191193490058.069","188762264264.985","187518771104.382","195182174938.238"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Russian Federation","RUS","NA","250285600911.298","1368594350857.63","1318495047105.95","1425122774306.55","1593656612447.29","1936245873531.62","2181557406002.68","2142026262332.77","1721577020990.31","1426346497462.05","1355592546067.49"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Rwanda","RWA","2532923226.75427","1939435572.80205","4383678489.67807","5109119257.8614","5721614976.26673","6369394688.78341","7073069320.14188","7529808577.22731","7998078784.89054","8311052792.35971","8437794901.0767","8800691804.60653"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Samoa","WSM","NA","278802613.989887","560683628.848737","552105163.525359","595633513.659888","651379459.459226","714890387.448846","747835395.249242","776558247.76109","788531737.04527","803834103.771225","806264847.165259"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","San Marino","SMR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sao Tome and Principe","STP","NA","NA","169105429.183562","184202969.854805","204020897.104587","219156143.326194","232824936.56076","277003065.954019","321601813.543262","330843863.235168","346488290.570047","361554066.904998"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Saudi Arabia","SAU","119902488378.254","168380094204.982","477856405107.28","476649816278.407","514151869110.203","590301396264.712","699602131329.778","761787906037.701","786949123469.059","751291438280.218","702839894781.818","661494692786.261"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Senegal","SEN","5334354715.16226","5028641149.48839","12039635761.4803","13015414122.698","13519044925.7108","13608546829.5159","14198328795.1298","14854825268.4239","15019703877.1694","14709258535.8074","14640870294.9891","15058483080.0879"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Serbia","SRB","NA","11464896503.7573","41505849440.4815","44193144171.5611","42655382921.5457","42736202904.6702","41023502282.0204","43311506862.127","41612959300.7544","39319139259.2438","37399188223.4323","36382081375.1892"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Seychelles","SYC","349820673.798224","591253614.189695","968021624.363401","892439364.261581","915022432.31011","966721405.818209","1018851598.66341","1142218249.75491","1219083263.62219","1308973316.28828","1334485408.34568","1359531184.83226"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sierra Leone","SLE","802290037.759578","659079807.072081","2573200045.36036","2747690343.1434","2687442928.47701","2804879453.53215","3588251581.02024","4533244167.98557","4877344089.52078","3979817204.09502","3541141908.06727","3827166329.78246"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Singapore","SGP","34899820280.133","95328957843.9798","177501676359.145","184917150709.702","227376809398.305","250424751708.713","271512893649.939","295500503826.357","308340050356.284","298995580858.996","293523836726.233","306047660937.196"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sint Maarten (Dutch part)","SXM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Slovak Republic","SVK","NA","29737507373.4318","92543626524.6535","91853492694.3952","92966923012.3354","93087504516.3553","94884066734.6315","98219613799.0015","98829747959.2407","95339057198.5825","92362394160.4851","90338307215.7294"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Slovenia","SVN","NA","22582494131.0042","49941521228.2337","49769448418.793","50318121842.9375","50480749956.5168","47896824883.2487","47572952494.1217","48542460885.4099","45897765922.475","44807704833.6973","45473570189.3516"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Solomon Islands","SLB","NA","415340820.597639","491029426.118345","422362427.552027","476213134.749865","584408233.366888","830995675.752791","1010555557.51041","1080725881.92981","1129704811.14458","1129458888.59479","1172029684.84417"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Somalia","SOM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","South Africa","ZAF","123263911671.802","137977645915.82","297832250136.686","295831088718.071","317712620490.656","364118543329.265","399853254669.657","394538317725.756","368462492692.823","335453980886.002","307591887484.451","308189328869.538"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","South Sudan","SSD","NA","NA","NA","NA","NA","NA","NA","12321082288.8333","13729420253.3638","12162365470.9459","4780229605.66996","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Spain","ESP","474882281455.723","640371190093.017","1491000790799.72","1519365182505.62","1496361672605.57","1455807981443.94","1391924523869.24","1370607629756.8","1361822858308.28","1320187057090","1281827829993.95","1265880193815.81"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sri Lanka","LKA","8052391844.57768","16504900735.741","35799186219.8171","40385184302.4612","48797920714.5107","58047747883.6147","68558678815.0869","71912905556.8552","75595033793.839","78729302305.4939","80427843129.6416","82425011895.8343"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Kitts and Nevis","KNA","201854792.495271","391560665.745198","701568666.572979","697631508.44276","683228722.870434","717177000.836238","721024147.478233","773199889.71474","813316040.126592","838751880.296978","860090636.445825","887241761.136425"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Lucia","LCA","459409511.779891","726205062.316791","1250895257.99136","1295439055.62336","1276011598.51826","1353973695.93983","1403923573.75784","1465756199.00564","1413881129.38973","1452805641.66895","1502697257.26646","1570632609.09143"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Martin (French part)","MAF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","St. Vincent and the Grenadines","VCT","226808306.57741","374099914.689974","678434038.517744","684658357.357986","659596670.508182","663522335.943851","693798042.741181","715758296.430886","725463436.154065","730272243.589309","742531249.648789","768624522.094041"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sudan","SDN","13612807847.6013","11239078594.407","47038308884.0441","50852515378.9138","55349737871.0833","59585714320.6379","62003580416.3127","44915092564.0083","69010572510.1518","77258703649.1374","84892757259.7597","96413001561.3246"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Suriname","SUR","582966901.985377","898922339.130311","3271821450.65445","3641823411.58998","4032001171.13483","4240279131.74061","4626180665.48727","4898351886.89669","5123463698.91666","4887497541.58276","3902912438.86595","3393789313.17537"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sweden","SWE","237620759860.812","276993274315.125","510597434567.058","482738630333.406","505495062115.537","525981573918.856","554362588603.114","584763961395.844","591236675530.036","567160317748.736","541078794030.563","529459794373.12"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Switzerland","CHE","247778561996.175","312247512794.766","481339635645.908","543791710783.908","605323442011.815","626676139186.997","675763133331.475","717859126226.97","708776847255.605","710491782037.87","687287016328.166","682059458127.31"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Syrian Arab Republic","SYR","11340002694.5477","15898302510.82","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tajikistan","TJK","NA","1067215456.44582","4141499708.03846","4857371408.28359","6930649829.11518","7848590766.03406","9089283070.57971","10761419294.9021","11177681630.4881","10606141187.6386","9661608314.00209","8846375965.24487"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tanzania","TZA","4835760380.43271","10050384388.2195","24166186132.0695","27447723617.4489","30865682130.39","33689284859.1198","36650235073.5191","41427975550.7314","46438255078.9778","47714878691.033","48801210272.4782","50360646178.2215"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Thailand","THA","84268006689.6566","124591823398.437","263926249459.997","276652596994.953","308010041371.585","334255785085.69","374726227901.265","389996152971.446","394295923559.624","391810561674.802","392274652771.785","411731112940.241"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Timor-Leste","TLS","NA","NA","2687425797.89692","2731909262.1586","3120734660.08585","3608381597.20156","3740676447.5775","4192394601.15821","3481781052.68216","3697043153.11015","2903831897.21984","2320643768.61672"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Togo","TGO","1516047737.61151","1439129817.50185","2421724696.14297","2751171803.33776","2893973984.54019","3021240641.83259","3228955597.33628","3460907942.42968","3924464960.78862","4528446814.58137","4598833985.65142","4744286904.21985"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tonga","TON","116412689.39682","201316074.03032","333348344.608698","349613790.187826","371231910.219183","393459607.484374","442858896.775216","455635681.505","461258811.985729","455344303.056498","434923728.530901","432662098.716481"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Trinidad and Tobago","TTO","4527401529.73014","6840975868.76437","22799675440.0307","21401200041.8821","21863094380.7818","19777602078.357","22648198997.5054","24872067533.7174","24882330889.2985","25619634841.5214","22883551791.647","21022878691.723"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tunisia","TUN","11648449219.1237","22073286430.3291","40121220164.0487","42860160961.6032","43935806596.8323","42814740552.7553","44472345780.5631","45530238530.487","46071245243.939","44319928429.1705","42102730001.1564","40352368607.4538"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Turkey","TUR","124381367219.898","271621575199.243","688367371841.803","683083055901.289","754130282035.215","824553855398.253","886127045801.469","949740820591.993","969978848843.114","939557759375.113","892797037526.425","882852702018.315"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Turkmenistan","TKM","NA","2691451115.74715","14987987335.832","17781034682.3897","20701691316.5986","24454791710.4832","29302609104.0159","34929613725.7925","39382084894.4375","39142748552.5315","38640064651.0213","38266230860.0504"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Turks and Caicos Islands","TCA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Tuvalu","TUV","NA","NA","48070573.0165694","50272608.4736572","46339874.6609401","50229025.1527414","47586253.3147209","60318628.0922114","51279672.605513","60436903.7923912","56912087.1102167","55657874.9805885"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Uganda","UGA","5638077182.52581","6398433460.20211","13276391823.4902","15931851250.0688","18240054109.3878","20993874745.3974","22127146236.623","23107260767.4429","25565927614.0339","26768594169.7339","26232113497.7812","25644616176.3097"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Ukraine","UKR","83317801665.2547","34350445406.2307","148780412432.084","130812931881.279","137089883763.657","142394528983.627","159419829128.435","172731573141.583","153080488776.808","113648088630.171","98628598631.0967","101457805605.473"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","United Arab Emirates","ARE","NA","NA","282949571000.644","277083140714.063","285617000376.505","313578031966.221","358793714948.084","395522687641.406","408856903773.019","396886711575.534","370787138591.054","367820841418.855"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","United Kingdom","GBR","1044678716242.96","1700977712730.36","2992671768083.79","2736282015508.23","2597497094264.29","2569453702667.6","2624580652853.36","2715328958098.48","2826265062439.49","2847372965114.23","2778978520993.44","2675928232741.25"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","United States","USA","6029529322891.06","10178500697503.7","15002428215985","14740580035992.9","15143137264678.1","15727290871234.6","16495942480312.3","16967352594392.4","17633105179232.7","18075662067472.8","18369848543826.8","18980258752738.5"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Uruguay","URY","8841423393.8214","23424281256.1932","25752230256.5605","29494248572.5356","35059817778.1551","40636375992.4059","47245373043.7575","53090355717.7274","55506164107.9321","54308516998.593","52353024259.8592","52727127924.7748"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Uzbekistan","UZB","NA","15430712928.1995","26827218219.319","32076599552.6389","38346212049.6674","44809894735.5072","51938414259.6308","59470586013.61","64884353219.0927","67884609616.0121","70749715714.2949","64236151946.256"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Vanuatu","VUT","176015598.342399","263961004.512903","570564281.834104","603712921.725321","635740824.79366","691967097.969019","731034629.299891","810341831.077622","819454146.581522","757188065.640222","774947082.492143","806570617.558431"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Venezuela, RB","VEN","50741381595.4945","99735083939.9227","259751226158.598","290886433370.565","335817312573.057","346032458370.601","373060695993.062","356606570436.888","392924529821.88","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Vietnam","VNM","8528434370.60869","32629185569.8126","84934003165.4538","96710274963.0388","110302119498.742","122032835939.376","138086725063.56","156269151045.461","172358561266.92","182493096778.63","194828569547.672","206882552198.719"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Virgin Islands (U.S.)","VIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","West Bank and Gaza","PSE","NA","4537628340.49512","6840842662.83351","7658601365.57931","8832760663.60944","10559121366.8065","12004477681.5993","13006929145.0764","13665129247.8075","14435403177.0493","15090571911.9816","15665561939.6966"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Yemen, Rep.","YEM","NA","7431687861.47347","22171140245.2492","24858263976.8436","27870257973.6452","25694360733.4111","30836212637.3878","36138832783.5618","37723831945.5469","29534452889.2982","28295567169.519","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Zambia","ZMB","3486262123.82251","3487051507.88555","15198111585.0338","16967650963.5454","18277659839.8764","19889873112.3606","24541166714.044","26269264438.1313","27697519454.7788","25084353571.9018","22561143275.7398","22263481196.3312"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Zimbabwe","ZWE","9013976240.92492","6116821389.3243","4068219355.95214","5058263507.88863","6869233124.97888","9860079329.47616","11850570442.1109","13352880329.3897","13881587888.7207","14001346960.2407","14381419527.5676","15085950920.9014"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Arab World","ARB","NA","683985121063.789","1841830331430.65","1911695769172.55","2050878124319.36","2197577667741.75","2595707306477.84","2822447430673.62","2919033884337.53","2800899634801.91","2666806701316.56","2549963463610.93"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Caribbean small states","CSS","16877592405.2953","29767794912.7461","59673309976.6384","57647230694.1823","58823570421.998","58002015009.726","65849028786.5847","68989500369.6906","69280067666.2636","69748186147.6078","66263256719.0974","65450871641.8849"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Central Europe and the Baltics","CEB","NA","443345526669.777","1298811037279.86","1333559670333.88","1333020914269.31","1346603117774.89","1360503827022.11","1393004771787.89","1403378089566.87","1362729883877.68","1314907903732.41","1333397075495.86"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Early-demographic dividend","EAR","1724950985588.06","3059644388014.69","6818997030561.54","7170221096352.34","7942200735642.4","8780597220957.87","9804064251758.19","10355391854799.7","10601856094125","10480665148537","10468027306872.8","10769996247791.6"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","East Asia & Pacific","EAS","5024304186197.54","7847451416300.43","13392454547246.9","14272113757145.3","16163858683274","18055070827097.1","20344329894721.8","21847417558952.5","22497875134158.2","22376419079446.6","22662413721123.7","23538047459020.4"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","East Asia & Pacific (excluding high income)","EAP","672258316755.775","1660293874774.73","5375031444604.94","6296020105056.14","7407324539158.97","8618944833062.28","10151844002228.5","11510017308724.7","12597862463417.6","13200526189661.8","13700079025184.4","14452127308435.3"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","East Asia & Pacific (IDA & IBRD countries)","TEA","671017866239.619","1657230301825.76","5364901265118.78","6284127964671.23","7393298950483.98","8602606952849.8","10132575113438.8","11488142655709","12573921352868.1","13175455042573.3","13674068457419.8","14424676465157.2"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Euro area","EMU","5491000132661.06","7113215565688.16","13243190106712.3","13298072378807.6","13388048907061.7","13520074459619.1","13186065317626.2","13286294717177.6","13283521934464.1","12761102151407.4","12316049914250.3","12171177375263.7"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Europe & Central Asia","ECS","8273760602113.14","10779517061832.1","21640580252210.4","21479754291410.3","21750839160053.2","22204874919412","22544747158598","23271046590587.6","23381360574162.7","22232469574289.6","21128253037540.2","20738440761019.3"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Europe & Central Asia (excluding high income)","ECA","NA","700212635768.363","2779753099513.73","2754326217612.24","2963559022988.76","3241767640115.2","3723989416801.29","4128734994831.6","4122798043103.48","3596378817801.64","3163608111738.19","3062525464107.4"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Europe & Central Asia (IDA & IBRD countries)","TEC","NA","902118593645.078","3298043884357.48","3293693714373.76","3510312225256.74","3794924420678.47","4287787416286.56","4700835645520.08","4698984502921.35","4157679836564.89","3696389652670.53","3596340826363.39"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","European Union","EUU","7086825518138.52","9631714970412.17","18144709302086.7","17952270317017.3","17936100028919.3","18075750095567.1","17834908959778.2","18089310716458.2","18214034792758.5","17641413540552","17045830060769.6","16797263415116.8"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Fragile and conflict affected situations","FCS","NA","NA","480610200202.546","542263047605.843","603213398002.581","598966359142.389","750198211535.194","797119213084.898","827028856668.868","792585278581.644","765129006225.249","768717614321.351"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Heavily indebted poor countries (HIPC)","HPC","123475950147.651","143478175887.609","369360771728.958","412300906264.725","447333610627.829","482768217968.778","530441688418.926","557943981936.627","618324613076.427","633519321170.904","641887866362.047","672660258603.5"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","High income","HIC","18861641191835.7","28079900294135.4","45281768595096.6","44821763829438.3","46298048432588.3","48103119405080.1","49983891254696.6","51256966482847","51657179974263.4","50530206108703.5","49696748709710.3","50132513153549.1"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","IBRD only","IBD","3233553569503.43","5593498899518.79","15087674841736.9","16407963556451.3","18562352527376.9","20894490874178.8","23902048529352.4","26110678507530.5","27215898210571.7","26748509264893.6","26464211194998.4","27260040031351.8"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","IDA & IBRD total","IBT","3538940643774.79","5983773999514.04","16119022714880.2","17539212614588.1","19843214915403.6","22326010649125","25601040925710.1","27964209586662.5","29240294818508.3","28804154102951.3","28506282932645.3","29327953927384.4"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","IDA blend","IDB","126577032859.593","156799593265.47","462611836783.16","493048486580.881","571416394107.236","653902663837.506","833323297570.482","928764754693.967","1021135350142.24","1028261405901.81","986095936043.246","945421654439.954"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","IDA only","IDX","179019122459.6","233552535624.848","567582960195.771","639042219289.879","709034540978.259","774923528522.778","859666737524.959","915879376115.475","997438537627.572","1024412286572.6","1056589261109.18","1128443316092.15"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","IDA total","IDA","305182337405.305","389834962002.481","1031044590152.52","1131440911925.56","1281137749267.94","1431274647839.07","1702136503269.05","1856828888851.46","2032348064835.46","2065751065836","2052351260796.94","2076706424309.58"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Late-demographic dividend","LTE","1891075883329.84","3336404025604.74","10089097385218.7","11093214964204.3","12591080651473.2","14286542179425","16529492256981.1","18405215593165.1","19409672160444.3","19124346630913.1","18862508583453","19398825005217.4"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Latin America & Caribbean","LCN","1030798481061.77","2126870326999.98","4064281720215.04","4207421927942.01","4756533682702.09","5292486144012.91","5914091823926.62","6220704204494.33","6206561564992.47","5731336850005.98","5308018749220.08","5282056946405.3"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Latin America & Caribbean (excluding high income)","LAC","846011632603.581","1673976844070.74","3427447676453.09","3558336207815.57","4018993449789.84","4449057854560.97","4957739178038.09","5183910020009.79","5181938801516.38","4707381552625.74","4307646974160.74","4211797764836.16"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Latin America & the Caribbean (IDA & IBRD countries)","TLA","973004022577.17","2041321304146.23","3914918583324.61","4056940375945.4","4602213039492.52","5130819940936.16","5740432107342.45","6040754167243.42","6027615069578.54","5559815609322.08","5143821008561.05","5117790497729.62"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Least developed countries: UN classification","LDC","140331205285.893","188015021605.385","497258603981.841","568619244515.407","629513456753.172","688688767669.445","767022271176.731","823774877287.213","901790565686.721","918874540399.157","934115682313.77","992563350095.332"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Low & middle income","LMY","3347109032961.32","5420166421086.59","15129428702107.8","16520454125087.3","18735323244022","21116330435557","24284828301284.6","26567693273822","27856213666346","27440867621938.6","27196691052766.2","27956296824330.7"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Low income","LIC","107626538737.438","124106473962.927","294545217413.487","337744603955.216","374368227253.389","403585237182.425","448662818187.08","494371561656.485","533301320461.875","530227805645.49","524191234954.502","545048617624.641"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lower middle income","LMC","884118463962.527","1225619155218.21","3233773205089.03","3579360003491.64","4036260494052.62","4567164849464.27","5231243454784.42","5586440803437.41","5843608579982.04","5915512469712.24","6045038559286.75","6296497141837.67"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Middle East & North Africa","MEA","NA","914001630399.031","2344270691571.24","2470178349706.44","2681690672188.89","2898052111201.58","3328494139474.81","3592572826570.74","3650571503534.44","3449638177329.17","3331560066832.27","3218960434855.6"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Middle East & North Africa (excluding high income)","MNA","NA","440015021785.097","1078436514166.78","1198834525966.08","1325104930918.33","1385515301855.39","1580602175652.64","1668495821124.66","1653884155024.15","1524986188544.31","1516956740894.4","1459852438045.34"
