Country,Year,LE_both,LE_male,LE_female,Income Level,GDP per Capita,Surface area (sq. km),"Population, total",Population density (people per sq. km of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","Mortality caused by road traffic injury (per 100,000 people)","Intentional homicides (per 100,000 people)",Individuals using the Internet (% of population),"Incidence of tuberculosis (per 100,000 people)","GNI, Atlas method (current US$)",GDP per capita growth (annual %),GDP growth (annual %),CO2 emissions (metric tons per capita),Access to electricity (% of population),CHE_in_USD
Japan,2016,84.2,81.1,87.1,H,4.590756489860928,5.577448138408936,8.103784950137626,2.542015934563233,1.119202952592986,0.6720978579357175,-0.547411228570594,93.18272128216171,1.2041199826559248,12.68354929396564,1.05462675404206,0.9381938864496252,0.9794894679619813,100.0,3.572011451726313
Jordan,2016,74.3,72.7,76.0,LM,3.611504249076028,4.9509487143994,6.975698369712338,2.0273832290229907,1.5707093895038509,1.3729120029701065,0.189666493736824,62.3021925670712,0.7481880270062004,10.568868005669247,-1.19473720414769,2.00373364209914,0.47748514625193955,100.0,2.410608542568368
Kazakhstan,2016,71.1,66.8,75.3,UM,3.887327027341974,6.435350887667869,7.250274928603809,0.8189594220682841,1.293493031697791,1.3654879848908996,0.6817592863495622,74.5877264735738,1.8260748027008264,11.19492353228465,-0.32751463348722604,1.09999999991015,1.1572502929336768,100.0,2.5787537844264348
Kenya,2016,66.7,64.4,68.9,LM,3.165097393588802,5.7637049551592385,7.685397452897864,1.9301783433591146,1.2120525202056545,1.4842998393467859,0.687835252846319,16.6,2.5415792439465807,10.826658683627013,3.1923836375642503,5.869192849110321,-0.5080568619091359,56.0,1.8457180179666586
Kiribati,2016,66.1,63.6,68.6,LM,3.200592838293765,2.90848501887865,5.058407042640009,2.149922023761358,0.6113365851284913,0.38021124171160603,0.8752798227888674,13.7,2.7528164311882715,8.506282537261983,-0.6174065863271779,1.14024725824106,-0.24843734409751173,84.9362716674805,2.0350292822023683
Kuwait,2016,74.8,73.9,76.0,H,4.437247610371368,4.250907699700856,6.607732025459701,2.356824325758846,2.04515555362599,1.2479732663618066,0.254418937701615,78.36738376,1.380211241711606,11.150482072977026,0.562920187504062,3.54700508846648,1.4018116234953641,100.0,3.0677402029262404
Kyrgyzstan,2016,71.4,67.7,75.2,LM,3.0494763948362817,5.300919236448696,6.783867862797374,1.5010192599627294,1.2531029506455023,1.3031960574204888,0.6517996877278683,34.5,2.161368002234975,9.828885206705472,2.2318052501758103,4.3358559012983005,0.216534127884763,99.99610137939449,1.964259630196849
Lao People's Democratic Republic,2016,65.8,64.2,67.4,LM,3.368973059181565,5.3743816980508825,6.829840871953279,1.4666050674695854,1.4420497968800248,1.1760912590556813,0.8457169062549053,21.87,2.2430380486862944,10.161858470815998,5.52842571067214,7.023091874104152,-0.5269499035656658,87.0957717895508,1.724275869600789
Latvia,2016,75.0,70.0,79.6,H,4.148307143130053,4.809492376937341,6.292153468244906,1.498502750537733,1.1639959668524262,0.9956351945975499,0.5266409458546808,79.8420977843089,1.568201724066995,10.455721676119538,3.14717190876131,2.20881929833494,0.543843751722174,100.0,2.8942052591420837
Lebanon,2016,76.3,75.1,77.7,UM,3.916837768415957,4.019116290447073,6.7786336283261415,2.7687579946139818,1.5127488100560256,1.2855573090077739,0.6013103847413341,76.11,1.0791812460476249,10.680257722517378,-0.635284320835979,1.99999999985178,0.6330372348261192,100.0,2.809694358716924
Lesotho,2016,52.9,51.0,54.6,LM,3.016909423466356,4.482301767223443,6.343176317099328,1.8608745498758856,1.4300464139423206,1.416640507338281,1.6154040723853929,27.36,2.859738566197147,9.446704483321831,1.04153650488325,2.39715448807888,0.06073976913213527,29.7333087921143,1.9585638832219674
Liberia,2016,62.9,62.0,63.9,L,2.6583651227318796,5.046768219660838,6.664060929674073,1.6803444557603242,1.238857083085436,1.545307116465824,0.5089951241848513,7.31910641139578,2.4885507165004443,9.235593099344538,-4.03561072889013,-1.60000000000001,-0.6716863337584561,19.8,1.8407332346118068
Libya,2016,71.9,69.0,75.0,UM,3.7097510897318626,6.245399144192987,6.798875191511553,0.5534760473185658,1.8042536871089152,1.403120521175818,0.39861297045569244,20.27215956269,1.6020599913279623,10.507685363166097,-3.6959299668346697,-2.7954688288162703,0.9631664076395204,98.5367279052735,2.494988973683168
Lithuania,2016,75.0,69.7,80.2,H,4.17355588930197,4.814820060683741,6.457614125372809,1.660693050042641,1.223180626564539,1.1139433523068367,0.7199000090919949,74.37664556186621,1.724275869600789,10.62767545035727,3.65366928558295,2.3448807393884303,0.6412846972870805,100.0,2.965342835560622
Luxembourg,2016,82.4,80.1,84.6,H,5.0031962741139075,3.413299764081252,5.76493343147054,2.351633667389288,1.206752392323149,0.8864907251724818,-0.1432615593764553,98.13669866576159,0.7634279935629372,10.619795974108618,0.8846625053683821,3.08264331605726,1.2396027879037714,100.0,3.794906106516804
Madagascar,2016,66.1,64.6,67.6,L,2.6039475242144983,5.768856303445284,7.396104297714075,1.6313305808030338,1.3319324593796844,1.4969296480732148,0.8857435829463854,4.713662899498,2.374748346010104,9.994914227064013,1.41605089444268,4.17999023566718,-0.8846514064690603,22.9,1.3222192947339193
Malawi,2016,64.2,61.4,66.8,L,2.477566417363803,5.073645045513152,7.257476376922501,2.2830568030702154,1.4511694405527231,1.534026106056135,0.23885103044665754,11.47,2.2013971243204513,9.763958090536814,-0.450112621995842,2.4840406264186803,-1.1263138026284532,11.0,1.534026106056135
Malaysia,2016,75.3,73.2,77.6,UM,3.9781000325499494,5.519565500880509,7.493977290515754,1.9773758189892192,1.2457029883484398,1.3483048630481607,0.32441277954098086,78.7883099275229,1.9637878273455553,11.487715072708438,2.66891457684333,4.219851319643951,0.9048773116724917,100.0,2.5861370252307934
Maldives,2016,78.4,77.2,79.9,UM,3.9944010514502226,2.4771212547196626,5.631196109969108,3.1540748552494446,1.429136495371516,0.5185139398778874,-0.1221033295227712,59.0925899654109,1.6901960800285136,9.572684701707523,3.84187224496264,6.16315825655229,0.5144892915989507,100.0,2.9749259860897626
Mali,2016,58.0,57.5,58.4,L,2.8920638913206766,6.093488225186768,7.2551479171005635,1.1687204556661364,1.9647785719163802,1.403120521175818,1.037553021643782,11.1121864890589,1.7481880270062005,10.144572043164233,2.70192216320552,5.79999999505212,-1.0797270798196599,35.0694999694824,1.6263403673750423
Malta,2016,81.5,79.6,83.3,H,4.3939401480819145,2.505149978319906,5.658351063432393,3.153201085112487,1.0842488768888834,0.7403626894942439,-0.028993955399867124,77.2893948185413,1.1139433523068367,10.035675717275211,2.8496111228568304,5.23058494709528,0.7324431344626912,100.0,3.3625201722887965
Mauritania,2016,63.9,62.6,65.2,LM,3.0421427857787195,6.0131322760460035,6.633571260104502,0.6204389840584991,2.0921399733821757,1.3838153659804313,0.9974600317706592,18.0,2.0086001717619175,9.685319487197283,-0.81446344135307,1.99999906234294,-0.17598980173231382,41.652107238769496,1.72916478969277
Mauritius,2016,74.8,71.6,78.1,UM,3.9859479684561707,3.3096301674258988,6.1015659656257,2.7940699277124867,1.1602599915010103,1.110589710299249,0.2605352536674187,52.19132593565229,1.3424226808222062,10.092041517414424,3.72868987872224,3.79999998981377,0.5254478619954198,98.7817840576172,2.704236337308788
Mexico,2016,76.6,74.0,79.2,UM,3.926532379293258,6.293225503786865,8.105647853032773,1.816962762711732,1.2748296516373894,1.0718820073061255,1.2847455699735841,59.5404459967255,1.3424226808222062,12.06048173087379,1.5823552778903,2.9133282765102595,0.5872889346979931,100.0,2.7281913985899466
Micronesia (Federated States of),2016,69.6,68.4,70.8,LM,3.497447878981861,2.845098040014257,5.020928644176506,2.175830604162249,0.9378793571970769,0.3010299956639812,0.6697486752236387,33.352162552269,2.247973266361807,8.570744066971818,-0.5437424109561989,-0.0637604720587319,0.15999879327113417,75.435173034668,2.5964871337365443
Mongolia,2016,69.8,65.7,74.2,LM,3.567506596471818,6.19427006927282,6.481069519681846,0.28974148889116097,1.4725370720862931,1.3180633349627615,0.7525033745502632,22.265770500756197,2.2624510897304293,10.036373043699399,-0.446336716960019,1.24320256286998,0.8529266448567793,81.775032043457,2.1832698436828046
Morocco,2016,76.0,74.8,77.0,LM,3.461314739698112,5.649870093702406,7.547489010528709,1.8978621236881796,1.4050385838509531,1.2695129442179163,0.0928565705413889,58.271236420398,2.012837224705172,11.012574384126912,-0.15110565281091198,1.2224436474776,0.2416410922955264,100.0,2.2035767749779724
Mozambique,2016,60.1,57.7,62.3,L,2.582142321189606,5.902753278276982,7.45983674879207,1.5642042892376902,1.321955057198962,1.5198279937757189,0.5320285679510549,17.5212390868424,2.741151598851785,10.139059680665628,0.815975105564775,3.7629430392301697,-0.5091056245259936,24.198339462280305,1.4517864355242902
Myanmar,2016,66.8,64.6,68.9,LM,3.077555164690497,5.830325574627083,7.7233343399735075,1.908367955895243,1.6885208977235961,1.290034611362518,0.3551276139071397,25.07330424,2.5575072019056577,10.799932011749215,4.90794967367123,5.87198222637582,-0.3802803573694522,57.0093841552734,1.7715874808812553
Namibia,2016,63.7,61.1,66.1,UM,3.6590317017333973,5.91608003116584,6.3944014188387,0.47884857850454493,1.4131730412206742,1.3729120029701065,1.233967963790699,31.0333459383454,2.649334858712142,10.068208515307996,-1.49899066582589,0.7000992179017231,0.1996807779793408,51.78242492675779,2.6264430253312945
Nepal,2016,70.2,68.8,71.6,L,2.8628003523233345,5.167848798590029,7.462139905375268,2.3057422080927634,1.894853797757164,1.2380461031287955,0.3352129390256397,19.688763836629,2.187520720836463,10.322623075206078,-0.7182527143734491,0.4128918768731471,-0.5473879229416079,90.7,1.6473829701146199
Netherlands,2016,81.6,80.0,83.2,H,4.659325526285464,4.61846649219908,7.231222655432369,2.7037216444512486,1.1827013317727517,0.5563025007672873,-0.2569899581015996,90.41095890410959,0.7708520116421442,11.89968205831529,1.6674465963552498,2.20994151591842,0.9965177170026465,100.0,3.6763277338813203
New Zealand,2016,82.2,80.5,84.0,H,4.605649318158111,5.427664594062185,6.671469061999756,1.2510017089235022,0.7423673856922097,0.785329835010767,-0.006389968682545846,88.470186347099,0.8633228601204559,11.257597526809564,1.32186443681044,3.4714568346147,0.8857329157053679,100.0,3.5506685412043986
Nicaragua,2016,75.5,72.5,78.4,LM,3.3312097693888196,5.115177665526249,6.7888700313224515,1.7084600241668144,1.3561951163533676,1.173186268412274,0.8672980173264209,24.5718339595365,1.6812412373755872,10.110928293055604,3.5033640166024305,4.65875919160213,-0.09230877309334419,81.7967987060547,2.2119210843085093
Niger,2016,59.8,59.0,60.8,L,2.5657958724673957,6.1027766148834415,7.315403231532719,1.2127294609837909,2.30908459738596,1.4533183400470377,0.6477774590750278,4.32275803028068,1.968482948553935,9.886835470914523,0.987015990286608,4.92571448640469,-0.954389482382029,16.2172336578369,1.4099331233312946
Nigeria,2016,55.2,54.7,55.7,LM,3.337593710353185,5.965563854158618,8.269488753808561,2.3100800369258807,2.0880596533053284,1.3138672203691535,0.9933634683181424,25.67,2.3404441148401185,11.658953805237703,-4.1601066390881805,-1.61686894991816,-0.2631080367165006,59.3,1.9881128402683519
Norway,2016,82.5,80.6,84.3,H,4.850585194257279,5.585661473801782,6.718876780524276,1.15629250112608,0.896199138885241,0.5185139398778874,-0.28877906056085845,97.29820366750678,0.785329835010767,11.632736404143454,0.23630912070918,1.09146507169045,0.9671240107885041,100.0,3.872977449221464
Oman,2016,77.0,75.3,79.5,H,4.17904545990657,5.490660653356136,6.645889915741986,1.1552292623858493,1.891883963916486,1.3979400086720377,-0.18282327115790903,76.85,0.9542425094393249,10.855355600497727,0.0265040110603678,5.38416593631317,1.18873637319259,100.0,2.803798407989674
Pakistan,2016,66.5,65.7,67.4,LM,3.159051339840231,5.900967623919124,8.286014935713217,2.399028157394968,1.8793868937022946,1.1553360374650619,0.644280527300968,15.5145577897414,2.428134794028789,11.461076424031944,3.43865329572641,5.526735844744482,-0.04756399645154618,99.1474380493164,1.5797835966168101
Panama,2016,78.0,75.0,81.2,UM,4.156336266944784,4.877486528069602,6.6057487050520285,1.7345261482923209,1.1500191330251301,1.0293837776852097,0.9854080862657371,54.0,1.7403626894942439,10.68460847966723,3.30034027555703,4.98859240427846,0.3530139000888384,93.4178009033203,2.9640709705579553
Papua New Guinea,2016,65.9,63.6,68.3,LM,3.391278458776244,5.6654308849136665,6.907679540797458,1.251715578574331,1.1360188703617682,1.2278867046136734,0.8946259548061657,9.601538461538462,2.635483746814912,10.311153626118848,-0.18168634943440096,1.89999999999999,-0.08902957398207373,22.932153701782198,1.888179493918325
Paraguay,2016,74.2,72.4,76.1,UM,3.610419751942769,5.609329697040558,6.827712178583353,1.2285936135279907,1.3746210467726212,1.3692158574101427,0.968174710994067,53.4,1.6232492903979006,10.43675961448326,2.68647973376488,4.01955495078894,-0.0603712937125995,98.4,2.506910725551518
Peru,2016,75.9,73.4,78.3,UM,3.78041569000618,6.1089774752221935,7.502069690615337,1.3948597209674685,1.41588433678273,1.1238516409670858,0.8845668053120376,45.461740686945895,2.0681858617461617,11.276762990534646,2.65193414463386,3.9513091924314905,0.2996131789566543,94.85174560546879,2.509202522331103
Philippines,2016,69.3,66.2,72.6,LM,3.469956538547279,5.477121254719663,8.014185330653346,2.53972138533206,1.3657405154929603,1.0293837776852097,1.0421748253728242,55.5,2.74350976472843,11.568048227361444,5.21665910964305,6.87571482288942,0.02344048117017763,90.9816131591797,2.103461622094705
Poland,2016,77.8,73.8,81.6,H,4.09394823831425,5.49510010328508,7.579441592230043,2.093450589459368,1.4082384828481522,0.9731278535996987,-0.1738304599438015,73.3007,1.255272505103306,11.682567461191569,2.9085545502001806,2.8643286793010803,0.8760533079714226,100.0,2.9012948171655673
Portugal,2016,81.5,78.3,84.5,H,4.298235436713372,4.964848663898841,7.013909072125938,2.051989893074391,0.9773210385876139,0.8864907251724818,-0.19658874595409595,70.423567088723,1.3010299956639813,11.311717496671243,1.94048840084436,1.6194146325510002,0.6366437357614709,100.0,3.2359574794666206
Qatar,2016,78.1,77.3,79.9,H,4.773232906287315,4.064832219738574,6.409900000777013,2.3450677810384386,2.1709695027922744,1.1072099696478683,-0.4213148493795126,94.29111815498959,1.3617278360175928,11.233808650105964,-1.28793425765808,2.22312097167656,1.6572781084414683,100.0,3.3073890556533043
Republic of Korea,2016,82.7,79.5,85.6,H,4.441038838504619,5.0012143252861785,7.70965748915603,2.720741968643343,1.4576067593617081,1.0791812460476249,-0.1542112465687819,92.8430256796075,1.8864907251724818,12.15195497223159,2.4658129674837403,2.9293047947001,1.0633463241316343,100.0,3.303779046595532
Republic of Moldova,2016,71.5,67.6,75.3,LM,3.281769535476601,4.529558673021163,6.5504673327609755,2.0924795234592333,1.299795135738083,1.0293837776852097,0.5043554522123115,70.9999991066624,2.0043213737826426,9.880261533622763,4.56337156331381,4.4999999656168885,0.14202295907463433,100.0,2.2704459080179626
Romania,2016,75.2,71.6,79.0,UM,3.9791916503630653,5.377288033635704,7.294517633003857,1.9326387643010685,1.280223482827032,0.9493900066449128,0.09649332543215956,59.5039512852713,1.8692317197309762,11.273044748218465,5.42275223173752,4.8207744653503,0.5460678498505026,100.0,2.6458151182966416
Russian Federation,2016,71.9,66.4,77.2,UM,3.942456317152854,7.232951662776033,8.159393910057931,0.9451630084589874,1.1903467049105187,1.2405492482825997,1.034074002241536,73.091434617897,1.8195439355418688,12.154225040001297,-0.407586190025469,-0.224910984282204,1.0739941505663957,100.0,2.7191654940892134
Rwanda,2016,68.0,66.1,69.9,L,2.851989177917754,4.420615770625765,7.076185452132933,2.684016302643196,1.7225527325138708,1.5171958979499742,0.4013045980903392,20.0,1.6989700043360187,9.926228964703935,3.42055728345456,5.981314912965961,-1.130671773913472,29.37,1.7535830588929067
Saint Lucia,2016,75.6,73.0,78.3,UM,3.9714995049771384,2.792391689498254,5.250456598616535,2.465126763605768,1.2392450523960763,1.2741578492636798,1.2849286375996578,46.729078059180296,0.2787536009528289,9.176871493732575,1.19164147974256,1.65361250756955,0.36308360930466166,97.7609176635742,2.682686478249768
Saint Vincent and the Grenadines,2016,72.0,69.4,74.9,UM,3.8439958024777,2.591064607026499,5.039980909990601,2.448916302964101,1.239907804706248,1.167317334748176,1.5617710258413426,55.57461942301661,0.7993405494535817,8.870714735786482,1.09656430836347,1.27020785219401,0.2813391779478394,100.0,2.4533183400470375
Samoa,2016,75.1,72.0,78.4,UM,3.6053064626510123,3.4533183400470375,5.290312916070474,1.8385264805461838,0.5862578357219832,1.1903316981702914,0.49767076663696824,29.4117301129981,0.8864907251724818,8.905166427789657,6.39508403393161,7.14516885471595,0.012747970348753019,100.0,2.3481100684802376
Saudi Arabia,2016,74.8,73.5,76.5,H,4.300640815768787,6.332375836196396,7.508875495156388,1.1764996589599925,2.2738605811848283,1.4393326938302626,0.17484430704872528,74.88,1.0,11.846856405059821,-0.59281771046966,1.67064234738177,1.2906860497467343,100.0,3.077040698342461
Senegal,2016,66.8,64.7,68.7,L,2.978988774458343,5.293826438386178,7.187848123117415,1.9033497122893699,1.7540908640865036,1.4471580313422192,0.8677964849806852,25.664768041395305,2.146128035678238,10.165566893189418,3.7316124544245897,6.7418182009810685,-0.21551885226012366,64.5,1.557507201905658
Seychelles,2016,73.3,69.0,78.0,H,4.177853548824951,2.662757831681574,4.976244488123886,2.3134866564423113,1.1714002475533651,0.8976270912904415,1.1050630374361055,56.514708147067786,1.1760912590556813,9.12531382944642,3.11447033818777,4.50303159109606,0.733893341240994,100.0,2.6917885244026984
Sierra Leone,2016,53.1,52.5,53.8,L,2.6819581550657094,4.859138297294531,6.869008059178817,2.0105911814553292,1.6245983765919807,1.4548448600085102,0.2338616122814778,11.77318438,2.482873583608754,9.549143331066402,3.7731746931494894,6.05547402886204,-0.7330027247927191,20.3,2.02816441942447
Singapore,2016,82.9,80.8,85.0,H,4.74227829974106,2.8567288903828825,6.748752475527209,3.898106240344143,1.3984348633690786,0.568201724066995,-0.49409346678971333,84.45,1.7075701760979363,11.467643375560856,1.0770668368131,2.39702145797342,1.0131041245749877,100.0,3.357991987252086
Slovakia,2016,77.4,73.8,80.9,H,4.218260793174845,4.69050617963605,6.734863649392361,2.052844997296273,1.3081567635728837,0.9138138523837167,0.020137387049834247,80.4759,0.7708520116421442,10.965495181902254,3.1915725222969105,3.32469529596402,0.7529377502687054,100.0,3.0446965171101943
Slovenia,2016,80.9,78.0,83.7,H,4.335462168497528,4.306853748693008,6.314928889010699,2.0108694227931014,1.2509932055650368,0.8129133566428556,-0.31727759556374086,75.49850426107909,0.8129133566428556,10.651352698798366,3.07288140025894,3.1483554899603905,0.7933493620420551,100.0,3.248365671612721
Solomon Islands,2016,71.1,69.7,72.7,LM,3.3131265883079397,4.460897842756548,5.777730504816462,1.3307276063503009,0.9302269010367479,1.2624510897304295,0.5759122301832365,11.000902271205002,1.9242792860618816,9.052870427570356,1.39634202925485,3.45660623275934,-0.45537474705464825,47.91914367675779,2.182129214052998
South Africa,2016,63.6,60.2,67.0,UM,3.7226353728746675,6.086035768834579,7.748308007547839,1.6644149848730154,1.5552453665951071,1.3283796034387378,1.5311077819314287,54.0,2.8926510338773004,11.487974877074784,-0.7348896353510809,0.565362939110358,0.9532821061312887,84.2,2.672836454171397
Spain,2016,83.1,80.3,85.7,H,4.425155152685515,5.704099016416959,7.667304071772664,1.9681517020482968,0.9982952671917235,0.5563025007672873,-0.19826399470457368,80.5613329432179,1.0,12.107829696395807,3.1873047547905,3.2744627396774195,0.7018980690683124,100.0,3.3717880089022003
Sri Lanka,2016,75.3,72.1,78.5,LM,3.586294266692835,4.8169700377573,7.326397313347113,2.5290605125717622,1.4088368382893404,1.235528446907549,0.40646232578696195,32.0510027436177,1.8129133566428555,10.905406422184392,3.30111225989084,4.468829688374781,-0.0527889679491106,95.5882339477539,2.071513805095089
Sudan,2016,65.1,63.4,66.9,LM,3.3829239978078736,6.274009401446552,7.597462929823162,1.35581483952783,1.8905387824139188,1.390935107103379,0.7130317033305029,28.0,1.9138138523837167,10.928870639404177,2.23710955008573,4.70000004201418,-0.5099005601050537,38.5284423828125,2.1812717715594614
Suriname,2016,71.8,68.7,75.1,UM,3.7687447753585785,5.214366921596604,5.746920520966031,0.5537959226115686,1.3330939211738373,1.271841606536499,0.9215364375104811,45.4,1.414973347970818,9.591388808072457,-6.01899681905107,-5.14239710174097,0.5603872454027776,87.1763153076172,2.761551988564182
Sweden,2016,82.4,80.6,84.1,H,4.714704878950524,5.650715393474295,6.996646711487777,1.3867216387661152,0.7156091664211532,0.4623979978989561,0.032523217037095396,89.6509476102355,0.9138138523837167,11.73326051338928,1.94595708858503,3.2349419223578195,0.6511017572607867,100.0,3.7481957821955634
Switzerland,2016,83.3,81.2,85.2,H,4.902362107147012,4.615844882874702,6.922898622388532,2.326125645629,1.0216889328736054,0.5563025007672873,-0.2705456890180995,89.1346877351392,0.8920946026904804,11.837138139645575,0.274850990703214,1.37588449583828,0.6346347357425193,100.0,3.9920230277638504
Syrian Arab Republic,2016,63.8,59.4,68.9,LM,3.3134528005113864,5.267594079761292,7.265536009824745,2.001592375605893,1.6389549407223571,1.294466226161593,0.3429723707344509,31.869627268866,1.3222192947339193,10.558420592353475,1.8353193543923,5.69999999644881,0.20382088382086624,100.0,1.8457180179666586
Tajikistan,2016,70.8,68.7,73.0,LM,2.9008278723923837,5.150375689855322,6.941260473086631,1.7989148140960494,1.7878450368512016,1.24551266781415,0.2073888282209238,20.470000000055002,1.9294189257142926,9.985049427011441,4.62002641297352,6.9000014547358886,-0.20728150449331612,100.0,1.7993405494535817
Thailand,2016,75.5,71.8,79.3,UM,3.7766498751109867,5.7102189425843655,7.83798918031857,2.1296617782965597,1.3649745701082867,1.5010592622177514,0.5104695710515351,47.5049656215909,2.2355284469075487,11.593590246653651,2.97384971487935,3.28268307477235,0.6648167891719088,100.0,2.3366598234544202
The former Yugoslav republic of Macedonia,2016,75.9,73.8,78.0,UM,3.7129231750079814,4.41010207664286,6.318315069272401,1.916569987035339,1.5040821008259468,0.9084850188786497,0.2009739526564061,72.1568144676058,1.2041199826559248,10.016689534852484,2.8296324510570097,2.92349571825557,0.5581008750429156,100.0,2.470410490975931
Timor-Leste,2016,68.6,66.8,70.4,LM,3.2982251558804836,4.172310968521955,6.103349012630872,1.931038044108918,1.2304625605835506,1.24551266781415,0.5964323475754314,25.24624959,2.6972293427597176,9.46297147145542,-1.37637948113911,0.8245336273627691,-0.41227332194439315,63.39413833618161,1.8555191556678001
Togo,2016,60.6,59.7,61.5,L,2.761145312506362,4.7542718686834595,6.88117767555137,2.145658616736199,1.925025168154421,1.503790683057181,0.9542385412756306,11.31,1.662757831681574,9.662647732162242,2.77133118197688,5.3981461886104105,-0.4404561664355575,46.928375244140604,1.5634810853944108
Tonga,2016,73.4,70.5,76.4,UM,3.5738739428406734,2.8750612633917,5.029878672488413,2.1725461760571454,0.6013639030865717,0.7781512503836436,-0.02098658100715566,39.95,0.9344984512435677,8.638413102512231,2.64795603077258,3.37947374984412,0.05841307595536671,97.02,2.345177616542704
Trinidad and Tobago,2016,71.8,68.2,75.6,H,4.2135737928109975,3.7101173651118162,6.1351205609591695,2.4250031958473537,1.2256264324878503,1.130333768495006,1.4896810042769673,73.296941218486,1.255272505103306,10.359523432874406,-6.29259384644325,-5.95706134719481,1.5335590853658372,100.0,3.059260404121731
Tunisia,2016,76.0,74.1,78.1,LM,3.5668670220237146,5.213809844641501,7.057028569544226,1.8656893569802961,1.5510311052276937,1.3617278360175928,0.4842431048332811,49.6,1.5797835966168101,10.624310257023273,-0.0406071518881816,1.1083929680381002,0.41280643138925277,100.0,2.41161970596323
Turkey,2016,76.4,73.3,79.4,UM,4.03593880031068,5.895063248073534,7.900435004399,2.0141530163404955,1.5711719501216026,0.9444826721501687,0.6347526715763159,58.3477340145685,1.255272505103306,11.950752740522647,1.57343685471021,3.183831543066129,0.6523893759561479,100.0,2.657629431388952
Turkmenistan,2016,68.2,64.7,71.7,UM,3.8054556010101983,5.688508807656521,6.753011589658056,1.0809784186964508,1.576822163619484,1.2405492482825997,0.6253414812019832,17.990324461341,1.7781512503836436,10.58703784438834,4.375906061511221,6.1999999664301,1.0975104993586242,100.0,2.607562243183588
Uganda,2016,62.5,60.2,64.8,L,2.763715082603962,5.383007041822538,7.617922133046727,2.3157644371057113,1.8663566006014196,1.436162647040756,1.061394175340391,21.87617046,2.303196057420489,10.41883328271565,1.26851538826598,4.656575598086151,-0.8707742873558174,26.7,1.6637009253896482
Ukraine,2016,72.5,67.6,77.1,LM,3.339596121872648,5.78071325425874,7.653257340303357,1.8903613087528657,1.2834383330543944,0.9867717342662449,0.8019962710545686,53.0,1.9395192526186185,10.994002862474668,2.72093207833255,2.30760193424764,0.7007683430031963,100.0,2.0969100130080562
United Arab Emirates,2016,77.2,76.5,78.7,H,4.585661478151772,4.922206277439017,6.967061556174105,2.044855278735087,2.0217007866474987,0.9912260756924949,-0.048754253607500436,90.6000073180483,-0.10237290870955855,11.569124661460034,1.70730974901289,2.98844182081464,1.3673936174162555,100.0,3.14674801363064
United Kingdom of Great Britain and Northern Ireland,2016,81.4,79.7,83.2,H,4.606510705620003,5.3866951117756185,7.81687447716318,2.4331847517255762,1.0614633015081198,0.4623979978989561,0.08005282084370208,94.7758006318882,0.9956351945975499,12.44388519008429,1.21053092061211,1.93579094969158,0.8127423105221027,100.0,3.639067930567106
United Republic of Tanzania,2016,63.9,62.0,65.8,L,2.9432508924728413,5.97648753730519,7.744857597851152,1.7975219219024128,1.3492640665279076,1.5237464668115646,0.8421405325857123,13.0,2.4578818967339924,10.68843059266134,3.71875421410641,6.9681294933237,-0.6549256291659277,32.8,1.5010592622177514
United States of America,2016,78.5,76.0,81.0,H,4.760336053769748,6.992620225289392,8.509747985620162,1.548449365626096,0.9636430756539811,1.0334237554869496,0.7286236178887009,76.17673698284099,0.4913616938342727,13.264105575638883,0.7427946337850391,1.4852791931914602,1.2172366785006712,100.0,3.979361688109678
Uruguay,2016,77.1,73.2,80.8,H,4.184644617929889,5.246055196906444,6.537063899391554,1.2939762198861764,1.0615805805633325,1.2405492482825997,0.8861674478900787,66.4,1.462397997898956,10.718941774485387,1.32207384763758,1.6897981623786795,0.29516028269848943,100.0,3.1076508261464864
Uzbekistan,2016,72.3,69.7,75.0,LM,3.323431744315687,5.650695979760611,7.503080800926319,1.8742833153596083,1.6692338796418105,1.0086001717619175,0.4768732132851832,46.7912869407806,1.8808135922807914,10.849724699122673,5.94172363162116,7.800000001517861,0.5341178754632205,100.0,2.126780577012009
Vanuatu,2016,72.0,70.1,74.1,LM,3.4644846637240856,4.086003705618382,5.432009899495011,1.3460061938766292,0.9468812019544011,1.1818435879447726,0.32816011655101124,24.0,1.7481880270062005,8.889272047582052,1.77019404732187,4.00057448624516,-0.2254879689593716,57.82,1.99563519459755
Venezuela (Bolivarian Republic of),2016,74.1,69.5,79.0,UM,4.195689726181976,5.9600186476802435,7.499249530480717,1.5537563261781246,1.4204703368547267,1.6201360549737576,1.7507653464300852,60.0,1.505149978319906,11.594309142158066,-5.20920190347542,-3.89438647450662,0.7800073315172565,99.6038360595703,2.988112840268352
Vietnam,2016,76.3,71.7,80.9,LM,3.3365894132928395,5.519784693375805,7.975749127354394,2.4842893780945654,1.4197229573383805,1.380211241711606,0.1813842754623561,46.5,2.123851640967086,11.289652641901624,5.09051077615817,6.21081166789989,0.2561319793118846,100.0,2.0670708560453703
Yemen,2016,65.3,63.9,66.8,LM,2.8197287247105964,5.722609246009933,7.440660597696224,1.7180513516862923,1.8606605512478949,1.3579348470004537,0.8233765569971053,24.579208363621106,1.6812412373755872,10.451718403559338,-35.9298464168426,-34.339754357642995,-0.0630669763710406,71.64234924316409,1.8573324964312685
